0.9420 	ERROR 	Plugin `psychopy-cedrus` entry point requires module `psychopy_cedrus`, but it cannot be imported.
9.2916 	INFO 	Loaded monitor calibration from ['2026_08_07 09:33']
9.4022 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1470, 956]. Using actual size
9.4670 	INFO 	Using renderer 'Apple M4' for graphics
9.4670 	INFO 	OpenGL version supported by driver is 2..
9.4856 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x32b3f1710>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x32b3f1410>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x32c931810>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([2940, 1912]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.4856 	EXP 	window1: backgroundImage = ''
9.4856 	EXP 	window1: backgroundFit = 'none'
9.6149 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.6149 	EXP 	window1: recordFrameIntervals = False
9.7880 	EXP 	window1: recordFrameIntervals = True
11.4540 	EXP 	window1: recordFrameIntervals = False
11.4540 	EXP 	Screen (0) actual frame rate measured at 60.22Hz
11.8984 	INFO 	keyboard.Keyboard is using ptb backend.
11.8985 	EXP 	Stroop task: status = STARTED
11.9243 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome', units='height', win=Window(...), wrapWidth=1)
