word,colour,stim_condition,correct_response,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Instructions_.started,text_2.started,Instructions_.stopped,trial.started,Fixation.started,Fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,text_3.started,text_3.stopped,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
RED,red,C,r,9,1,2,r,1,0.534655916664633,None,2,1,9,0,13.530838291666441,,,,,,13.515289916667825,13.530838291666441,14.014274083332566,14.014274083332566,14.014274083332566,14.564826875001017,r,1,0.534655916664633,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,blue,I,b,10,2,2,b,1,0.6035693750018254,None,2,2,10,1,14.58093687499786,,,,,,14.5648984583313,14.58093687499786,15.064252083331667,15.064252083331667,15.064252083331667,15.681452916665876,b,1,0.6035693750018254,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,blue,C,b,11,3,2,r,0,0.5809241250026389,None,2,3,11,3,15.697543041667814,,,,,,15.681880166666815,15.697543041667814,16.180870833333756,16.180870833333756,16.180870833333756,16.76468337500046,r,0,0.5809241250026389,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,red,C,r,12,0,3,r,1,0.5855152499971155,None,3,0,12,0,16.78088195833334,,,,,,16.765052833332447,16.78088195833334,17.264274708333687,17.264274708333687,17.264274708333687,17.864673500000208,r,1,0.5855152499971155,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,blue,I,b,13,1,3,b,1,0.9616019166678598,None,3,1,13,1,17.880781708332506,,,,,,17.864741708333895,17.880781708332506,18.36412133333215,18.36412133333215,18.36412133333215,19.331496833332494,b,1,0.9616019166678598,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,blue,C,b,14,2,3,b,1,0.6698053333348071,None,3,2,14,3,19.3475478750006,,,,,,19.33189399999901,19.3475478750006,19.830847000001086,19.830847000001086,19.830847000001086,20.514735916665813,b,1,0.6698053333348071,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,red,I,r,15,3,3,r,1,0.6264902916664141,None,3,3,15,2,20.530813791665423,,,,,,20.514811124998232,20.530813791665423,21.01415366666697,21.01415366666697,21.01415366666697,21.648040291667712,r,1,0.6264902916664141,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,blue,C,b,16,0,4,b,1,0.69926204166768,None,4,0,16,3,21.66406133333294,,,,,,21.648110458332667,21.66406133333294,22.14739924999958,22.14739924999958,22.14739924999958,22.8477807916679,b,1,0.69926204166768,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,blue,I,b,17,1,4,b,1,0.6440624999995634,None,4,1,17,1,22.86415024999951,,,,,,22.848148749999382,22.86415024999951,23.3475082916666,23.3475082916666,23.3475082916666,23.998236208331946,b,1,0.6440624999995634,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,red,I,r,18,2,4,r,1,0.49293954166569165,None,4,2,18,2,24.014074291666475,,,,,,23.998634416664572,24.014074291666475,24.49759941666707,24.49759941666707,24.49759941666707,24.998021958333993,r,1,0.49293954166569165,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,red,C,r,19,3,4,r,1,0.5910594999986643,None,4,3,19,0,25.01413004166534,,,,,,24.998402833334694,25.01413004166534,25.49743645833223,25.49743645833223,25.49743645833223,26.098068374998547,r,1,0.5910594999986643,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,blue,I,b,20,0,5,b,1,0.4833444166688423,None,5,0,20,1,26.114065041667345,,,,,,26.098140041667648,26.114065041667345,26.59720983333318,26.59720983333318,26.59720983333318,27.08121987499908,b,1,0.4833444166688423,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,red,I,r,21,1,5,r,1,0.6316565416673257,None,5,1,21,2,27.097388375001174,,,,,,27.08164124999894,27.097388375001174,27.58080183333368,27.58080183333368,27.58080183333368,28.214641750000737,r,1,0.6316565416673257,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,red,C,r,22,2,5,r,1,0.5664283749974857,None,5,2,22,0,28.23085554166755,,,,,,28.215060166665353,28.23085554166755,28.714026499998,28.714026499998,28.714026499998,29.281186333333608,r,1,0.5664283749974857,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,blue,C,b,23,3,5,b,1,0.5126575416652486,None,5,3,23,3,29.297432708332053,,,,,,29.281541874999675,29.297432708332053,29.780714125001396,29.780714125001396,29.780714125001396,30.298297083332727,b,1,0.5126575416652486,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,blue,I,b,24,0,6,b,1,0.7580502916644036,None,6,0,24,1,30.31412845833256,,,,,,30.298674458332243,30.31412845833256,30.79729800000132,30.79729800000132,30.79729800000132,31.564590458332532,b,1,0.7580502916644036,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,red,I,r,25,1,6,r,1,0.44809724999868195,None,6,1,25,2,31.58069658333261,,,,,,31.56495449999784,31.58069658333261,32.06422337500044,32.06422337500044,32.06422337500044,32.51451729166729,r,1,0.44809724999868195,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,red,C,r,26,2,6,r,1,0.5102208749995043,None,6,2,26,0,32.53073762499844,,,,,,32.51485875000071,32.53073762499844,33.014054625000426,33.014054625000426,33.014054625000426,33.53122083333437,r,1,0.5102208749995043,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,blue,C,b,27,3,6,b,1,0.5649954583350336,None,6,3,27,3,33.54728954166785,,,,,,33.53156454166674,33.54728954166785,34.030628041666205,34.030628041666205,34.030628041666205,34.59781329166799,b,1,0.5649954583350336,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,blue,C,b,28,0,7,b,1,0.35388275000150315,None,7,0,28,3,34.61378925000099,,,,,,34.59791958333153,34.61378925000099,35.097332916666346,35.097332916666346,35.097332916666346,35.46473112500098,b,1,0.35388275000150315,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,red,I,r,29,1,7,r,1,0.6600991249979415,None,7,1,29,2,35.48058883333215,,,,,,35.46479933333467,35.48058883333215,35.964081916667055,35.964081916667055,35.964081916667055,36.63137458333222,r,1,0.6600991249979415,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,red,C,r,30,2,7,r,1,0.8143902500014519,None,7,2,30,0,36.64737741666613,,,,,,36.631777166665415,36.64737741666613,37.13074979166777,37.13074979166777,37.13074979166777,37.94781520833203,r,1,0.8143902500014519,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,blue,I,b,31,3,7,b,1,0.641722166667023,None,7,3,31,1,37.964063166666165,,,,,,37.94788120833255,37.964063166666165,38.4473761666668,38.4473761666668,38.4473761666668,39.097848875000636,b,1,0.641722166667023,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,blue,C,b,32,0,8,b,1,0.6209075416663836,None,8,0,32,3,39.11394124999788,,,,,,39.098207625000214,39.11394124999788,39.5972589999983,39.5972589999983,39.5972589999983,40.23129912500008,b,1,0.6209075416663836,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,blue,I,b,33,1,8,b,1,0.36537379166838946,None,8,1,33,1,40.247360833331186,,,,,,40.23167137500059,40.247360833331186,40.73066533333258,40.73066533333258,40.73066533333258,41.097614375001285,b,1,0.36537379166838946,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,red,C,r,34,2,8,r,1,0.38077320833326667,None,8,2,34,0,41.11397291666799,,,,,,41.09768133333273,41.11397291666799,41.59725845833236,41.59725845833236,41.59725845833236,41.98116237499926,r,1,0.38077320833326667,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,red,I,r,35,3,8,r,1,0.4514300416667538,None,8,3,35,2,41.99728966666589,,,,,,41.98152904166636,41.99728966666589,42.48059704166735,42.48059704166735,42.48059704166735,42.947836791667214,r,1,0.4514300416667538,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,red,C,r,36,0,9,r,1,0.33870791666413425,None,9,0,36,0,42.963965458333405,,,,,,42.948208541667555,42.963965458333405,43.44724649999989,43.44724649999989,43.44724649999989,43.79777800000011,r,1,0.33870791666413425,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
RED,blue,I,b,37,1,9,b,1,0.31677008333281265,None,9,1,37,1,43.81388737499947,,,,,,43.79784445833138,43.81388737499947,44.2972018333312,44.2972018333312,44.2972018333312,44.61455545833451,b,1,0.31677008333281265,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,red,I,r,38,2,9,r,1,0.429002708333428,None,9,2,38,2,44.63063150000016,,,,,,44.61494258333187,44.63063150000016,45.11392370833346,45.11392370833346,45.11392370833346,45.54789358333437,r,1,0.429002708333428,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
BLUE,blue,C,b,39,3,9,b,1,0.2896846250005183,None,9,3,39,3,45.56396483333447,,,,,,45.54796116666694,45.56396483333447,46.04728529166459,46.04728529166459,46.04728529166459,46.34782070833171,b,1,0.2896846250005183,None,,,,,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.347844500000065,46.3638943333317,47.36393870833126,47.3477055000003,1,001,2026-08-30_20h45.03.388,Stroop task,,2026.2.3,59.9684565924983,2026-08-30 20h45.03.495772 +0530,
